 code lot_size stock_name
0 SZ.000021 100 深科技
1 SZ.000034 100 神州数码
2 SZ.000049 100 德赛电池
3 SZ.000050 100 深天马A
4 SZ.000062 100 深圳华强
5 SZ.000066 100 中国长城
6 SZ.000413 100 东旭光电
7 SZ.000503 100 海虹控股
8 SZ.000536 100 华映科技
9 SZ.000555 100 神州信息
10 SZ.000662 100 天夏智慧
11 SZ.000725 100 京东方A
12 SZ.000727 100 华东科技
13 SZ.000938 100 紫光股份
14 SZ.000970 100 中科三环
15 SZ.000977 100 浪潮信息
16 SZ.000988 100 华工科技
17 SZ.000997 100 新大陆
18 SZ.002008 100 大族激光
19 SZ.002025 100 航天电器
20 SZ.002036 100 联创电子
21 SZ.002049 100 紫光国芯
22 SZ.002055 100 得润电子
23 SZ.002056 100 横店东磁
24 SZ.002065 100 东华软件
25 SZ.002095 100 生意宝
26 SZ.002129 100 中环股份
27 SZ.002138 100 顺络电子
28 SZ.002152 100 广电运通
29 SZ.002153 100 石基信息
30 SZ.002156 100 通富微电
31 SZ.002174 100 游族网络
32 SZ.002179 100 中航光电
33 SZ.002180 100 纳思达
34 SZ.002185 100 华天科技
35 SZ.002195 100 二三四五
36 SZ.002217 100 合力泰
37 SZ.002230 100 科大讯飞
38 SZ.002236 100 大华股份
39 SZ.002241 100 歌尔股份
40 SZ.002261 100 拓维信息
41 SZ.002268 100 卫士通
42 SZ.002273 100 水晶光电
43 SZ.002280 100 联络互动
44 SZ.002308 100 威创股份
45 SZ.002354 100 天神娱乐
46 SZ.002368 100 太极股份
47 SZ.002373 100 千方科技
48 SZ.002389 100 南洋科技
49 SZ.002405 100 四维图新
50 SZ.002410 100 广联达
51 SZ.002414 100 高德红外
52 SZ.002415 100 海康威视
53 SZ.002421 100 达实智能
54 SZ.002436 100 兴森科技
55 SZ.002439 100 启明星辰
56 SZ.002456 100 欧菲科技
57 SZ.002464 100 众应互联
58 SZ.002475 100 立讯精密
59 SZ.002506 100 协鑫集成
60 SZ.002512 100 达华智能
61 SZ.002517 100 恺英网络
62 SZ.002544 100 杰赛科技
63 SZ.002555 100 三七互娱
64 SZ.002558 100 巨人网络
65 SZ.002600 100 江粉磁材
66 SZ.002610 100 爱康科技
67 SZ.002635 100 安洁科技
68 SZ.002636 100 金安国纪
69 SZ.002642 100 荣之联
70 SZ.002657 100 中科金财
71 SZ.002658 100 雪迪龙
72 SZ.002684 100 猛狮科技
73 SZ.002745 100 木林森
74 SZ.002815 100 崇达技术
75 SZ.002841 100 视源股份
76 SZ.300002 100 神州泰岳
77 SZ.300010 100 立思辰
78 SZ.300014 100 亿纬锂能
79 SZ.300017 100 网宿科技
80 SZ.300032 100 金龙机电
81 SZ.300033 100 同花顺
82 SZ.300059 100 东方财富
83 SZ.300068 100 南都电源
84 SZ.300078 100 思创医惠
85 SZ.300085 100 银之杰
86 SZ.300088 100 长信科技
87 SZ.300113 100 顺网科技
88 SZ.300115 100 长盈精密
89 SZ.300118 100 东方日升
90 SZ.300166 100 东方国信
91 SZ.300168 100 万达信息
92 SZ.300170 100 汉得信息
93 SZ.300182 100 捷成股份
94 SZ.300183 100 东软载波
95 SZ.300202 100 聚龙股份
96 SZ.300203 100 聚光科技
97 SZ.300207 100 欣旺达
98 SZ.300212 100 易华录
99 SZ.300219 100 鸿利智汇
100 SZ.300224 100 正海磁材
101 SZ.300232 100 洲明科技
102 SZ.300253 100 卫宁健康
103 SZ.300271 100 华宇软件
104 SZ.300287 100 飞利信
105 SZ.300296 100 利亚德
106 SZ.300297 100 蓝盾股份
107 SZ.300315 100 掌趣科技
108 SZ.300317 100 珈伟股份
109 SZ.300323 100 华灿光电
110 SZ.300324 100 旋极信息
111 SZ.300367 100 东方网力
112 SZ.300373 100 扬杰科技
113 SZ.300377 100 赢时胜
114 SZ.300383 100 光环新网
115 SZ.300408 100 三环集团
116 SZ.300418 100 昆仑万维
117 SZ.300433 100 蓝思科技
118 SZ.300458 100 全志科技
119 SZ.300474 100 景嘉微
120 SZ.300476 100 胜宏科技
121 SZ.300496 100 中科创达
